date,headline,snippet,link
20040201,"For Houston, It's Party First, Game Second","Roger and Debbie Clemens dropped by. So did the Hilton sisters, Nicky and Paris, the American Idol runner-up Clay Aiken and the wrestler The Rock. And at midnight everyone pulled up chairs over the covered-up swimming pool and listened to Willie...","http://www.nytimes.com/2004/02/01/us/for-houston-it-s-party-first-game-second.html"
20040301,"Kerry Faces Little Competition on Home Turf","Last month, leading up to the New Hampshire primary, the Boston television stations showed one political commercial after another. The air shuttle between Washington and Boston was crammed daily with campaign workers and political reporters. The...","http://www.nytimes.com/2004/03/01/us/the-2004-campaign-new-england-kerry-faces-little-competition-on-home-turf.html"
20040401,"Officer Testifies of Her Two Sexual Assaults in the Army","For the first time since the Department of Defense ordered a senior-level investigation into reports of sexual assaults against servicewomen stationed in the Central Command area surrounding Iraq, an officer who said she had been sexually abused told...","http://www.nytimes.com/2004/04/01/us/officer-testifies-of-her-two-sexual-assaults-in-the-army.html"
20040501,"Cheney's Five Draft Deferments During the Vietnam Era Emerge as a Campaign Issue","It was 1959 when Dick Cheney, then a student at Yale University, turned 18 and became eligible for the draft.    Eventually, like 16 million other young men of that era, Mr. Cheney sought deferments. By the time he turned 26 in January 1967 and was...","http://www.nytimes.com/2004/05/01/us/2004-campaign-military-service-cheney-s-five-draft-deferments-during-vietnam-era.html"
20040601,"Congressional Memo; A Senator Once Isolated on Trade Now Finds a Chorus","In the late 1990's, a young aide introduced himself to Robert E. Rubin, then the treasury secretary, as the trade specialist on the staff of Senator Ernest F. Hollings, one of the very few members of Congress who calls himself a protectionist.   ...","http://www.nytimes.com/2004/06/01/us/congressional-memo-a-senator-once-isolated-on-trade-now-finds-a-chorus.html"
20040701,"U.S. Judge Overturns Guidelines For Sentences","A federal judge in Utah held the federal sentencing guidelines unconstitutional on Tuesday, a move legal experts said followed all but inexorably from a Supreme Court decision last week striking down the sentencing law in Washington State.     The...","http://www.nytimes.com/2004/07/01/us/us-judge-overturns-guidelines-for-sentences.html"
20040901,"He Knows a Little Rock","Gov. Mike Huckabee of Arkansas is the bass player in his band, "Capitol Offense."","http://www.nytimes.com/2004/09/02/politics/campaign/02pink.html"
20041001,"Bush Talks About Heart; Kerry Focuses on the Brain","The two men were drawing contrasts with each other but also, unavoidably, with themselves - straining to sound optimistic while also ringing alarms about the state of the.","http://www.nytimes.com/2004/10/01/politics/campaign/01subscene.html"
20041101,"Bush Victory Seems Certain; Margin Doesn't","If President Bush's victory in Texas is not in doubt, sparing Texans an onslaught of television commercials, his plurality may be trimmed this time.","http://www.nytimes.com/2004/11/01/politics/campaign/01texas.html"
20041201,"Schumach Memorial","A memorial service for Murray Schumach, a retired reporter whose storytelling power, particularly about the city, was a mainstay of The New York Times for nearly 50 years, will be held on Monday, Dec. 13, at 10 a.m. in the World Room at the Columbia...","http://www.nytimes.com/2004/12/01/nyregion/01schumach.html"
20050201,"Leaders Back Dean to Head Democrats Nationally","The Association of State Democratic Chairs endorsed Howard Dean to become the next national Democratic chairman.","http://www.nytimes.com/2005/02/01/politics/01dean.html"
20050401,"Wanted: Border Hoppers. And Some Excitement, Too.","The Minuteman Project, a volunteer patrol in search of furtive immigrants, has increased tensions along the border where Hispanics and Anglos live side by side.","http://www.nytimes.com/2005/04/01/national/01border.html"
20050701,"E.P.A. Proposes Regulations For Diesel Engines at Plants","The proposed regulations would for the first time set limits on air pollution from stationary diesel engines, like those that run factories and power plants.","http://www.nytimes.com/2005/07/01/politics/01enviro.html"
20050901,"Lives and Homes Strewn On an Abandoned Street","On Henderson Avenue, the houses were all out of order, scattered like pool balls on the broad green lawns.","http://www.nytimes.com/2005/09/01/national/01block.html"
20051001,"Harvard Reports 19% Rise As Investment Chief Leaves","Harvard University's return on its investments in the last fiscal year helped push its endowment to $25.9 billion, university officials said.","http://www.nytimes.com/2005/10/01/education/01harvard.html"
20051101,"Potentially, the First Shot in All-Out Ideological War","The president's Supreme Court pick has given conservatives and liberals just the battle they had prepared for.","http://www.nytimes.com/2005/11/01/politics/politicsspecial1/01assess.html"
20051201,"Probes Reveal Methane Haze On a Dynamic Saturn Moon","Scientists report Saturn's moon Titan is a dynamic world of ice carved and colored by liquid methane and organic chemicals.","http://www.nytimes.com/2005/12/01/science/01titan.html"
20060201,"Man Agrees To Plea Deal In 2003 Fire At Nightclub","The band manager who set off the fireworks that ignited a Rhode Island nightclub fire agreed to plead guilty to 100 counts of involuntary manslaughter.","http://www.nytimes.com/2006/02/01/national/01nightclub.html"
20060301,"Vermont Campaign Limits Get Cool Reception at Court","Vermont's aggressive effort to drive much private money out of politics appeared unlikely to withstand the Supreme Court's scrutiny.","http://www.nytimes.com/2006/03/01/politics/politicsspecial1/01campaign.html"
20060501,"Rallies in Los Angeles","Pro-immigration protesters said they want to come out of the shadows and show their economic power.","http://www.nytimes.com/video/2006/05/01/us/1194817099514/rallies-in-los-angeles.html"
20060601,"Election Panel Won't Issue Donation Rules","The Federal Election Commission has decided not to issue rules to regulate so-called 527 organizations, which were a powerful voice in the 2004 election.","http://www.nytimes.com/2006/06/01/washington/01fec.html"
20061001,"Rumsfeld Says Bush Affirmed His Support Amid New Criticism","Defense Secretary Donald H. Rumsfeld said Sunday that President Bush had called to affirm his support in the midst of an uproar over a new book raising questions about Mr. Rumsfeld's management of the war in Iraq.     The president ''made some...","http://query.nytimes.com/gst/fullpage.html?res=9F01E4DE1430F931A35753C1A9609C8B63"
20061101,"Light at Night","The uproar surrounding Mr. Kerry's botched joke brought a wide grin to Stephen Colbert's face. He called the senator's statements "inappropriate and unforgivable and I love it."","http://thecaucus.blogs.nytimes.com/2006/11/02/light-at-night-3/"
20061201,"New Citizens Will Need Deeper Knowledge","The federal government rolled out a new citizenship test Thursday to replace an exam that critics say has encouraged prospective Americans simply to memorize facts, rather than fully understand the principles of a democracy.     The exam will be...","http://query.nytimes.com/gst/fullpage.html?res=9807E7DA1E3EF932A35751C1A9609C8B63"
20070201,"Osama bin Laden Surfaces in War Talk","The White House invokes the terrorist's name as it bats about the Senate resolutions that oppose President Bush's plan.","http://thecaucus.blogs.nytimes.com/2007/02/01/osama-bin-laden-surfaces-in-war-talk/"
20070301,"Gingrich Calls Current Debates 'Lunacy'","Newt Gingrich made some caustic remarks about the current state of political debating last night during his own debate with Mario M. Cuomo at Cooper Union in New York City.","http://thecaucus.blogs.nytimes.com/2007/03/01/gingrich-calls-current-debates-lunacy/"
20070401,"Kohlberg Kravis Near Deal to Buy Credit-Card Processor","The credit-card processor is near a deal to be sold for nearly $27 billion to the private equity firm.","http://www.nytimes.com/2007/04/02/business/02deal.html"
20070501,"Supreme Court to Hear Appeal Of Mexican Death Row Inmate","The case of a Mexican citizen on death row in Texas has embroiled the World Court, the Bush administration and the State of Texas.","http://www.nytimes.com/2007/05/01/washington/01court.html"
20070601,"New Hampshire Adopts Same-Sex Unions","Civil unions for same-sex couples in New Hampshire will be legal starting in January under a bill signed into law Thursday by Gov. John Lynch.","http://www.nytimes.com/2007/06/01/us/01union.html"
20070701,"University for Deaf Is Put on Probation","the nation's only liberal arts university for the deaf, has been put on probation by its accrediting agency, a sign that the campus continues to face problems months after protests last year shut down the school for days.     The university's...","/data/daily/2007/07/01/867683.sgml"
20070801,"Illinois: City Not Responsible In Porch Collapse","The City of Chicago is not legally responsible for the 13 deaths and dozens of injuries that occurred when a porch collapsed in 2003, the Illinois Appellate Court ruled.","http://www.nytimes.com/2007/08/02/us/02brfs-CITYNOTRESPO_BRF.html"
20070901,"NATIONAL BRIEFING | PLAINS | Kansas: Governor Signs Ban On Bias Based On Sexuality","Gov. Kathleen Sebelius, a Democrat, signed an executive order prohibiting most state employees from discrimination on the basis of sexual orientation. The order requires agencies under the governor's direct control to ensure they have programs to...","/data/daily/2007/09/01/648701.sgml"
20071001,"U.S. Postpones Domestic Spy Satellite Program","A program to employ spy satellites for certain domestic uses has been postponed because of privacy concerns.","http://www.nytimes.com/2007/10/02/us/02satellite.html"
20071101,"National Briefing: Northwest: Alaska: Ex-Lawmaker Is Convicted","A federal jury convicted a former state lawmaker on corruption charges involving tax protections sought by oil companies as part of plans for a multibillion-dollar natural gas pipeline. The defendant, former Representative Vic Kohring, was accused of...","/data/daily/2007/11/02/223824.sgml"
20071201,"Sunday's Breakfast Menu, Dec. 2","Some of the most passion-inducing figures in contemporary politics are booked on Sunday's talk shows.","http://thecaucus.blogs.nytimes.com/2007/12/01/sundays-breakfast-menu-dec-2/"
20080101,"Giuliani Calls for Troop Surge in Afghanistan","Rudolph W. Giuliani unveiled a new policy proposal in a speech, something he has not done in months of recent campaigning.","http://thecaucus.blogs.nytimes.com/2008/01/02/giuliani-calls-for-troop-surge-in-afghanistan/"
20080201,"Obama Wins Endorsement of MoveOn.org","The leading antiwar group endorsed Senator Barack Obama on Friday, saying his opposition to the war would make him a stronger general election candidate.","http://www.nytimes.com/2008/02/02/us/politics/02dems.html"
20080301,"Send in the Celebrities","In case the Democratic voters of Texas, Ohio, Vermont and Rhode Island are still having trouble making up their minds after nearly two weeks of uninterrupted campaigning in those states, the celebrities are here to help.","http://thecaucus.blogs.nytimes.com/2008/03/01/send-in-the-celebrities/"
20080401,"Government Issues Waiver For Fencing Along Border","The Department of Homeland Security used its authority to bypass environmental reviews in order to complete U.S.-Mexican border fencing.","http://www.nytimes.com/2008/04/02/us/02fence.html"
20080501,"Unlikely Allies Campaign For a Gas-Tax Holiday","Senators John McCain and Hillary Rodham Clinton favor a suspension of the federal excise tax on gasoline for the summer, while many from both parties oppose it.","http://www.nytimes.com/2008/05/02/us/politics/02mccain.html"
20080601,"The Primary in Puerto Rico","Barack Obama told a crowd in South Dakota that he called Hillary Clinton to congratulate her on the victory in Puerto Rico.","http://thecaucus.blogs.nytimes.com/2008/06/01/the-primary-in-puerto-rico/"
20080701,"Washington: Sentences For Hunt","Five Makah Indian whalers who killed a gray whale in an illegal hunt last September have been sentenced in federal court. The two men considered leaders of the group, Wayne Johnson and Andy Noel, were sentenced to five months and three months in...","/data/daily/2008/07/02/789011.sgml"
20080801,"Apparent Suicide of Anthrax Suspect","Scientist Bruce E. Ivins apparently killed himself as investigators got close to filing charges against him in the 2001 anthrax attacks.","http://www.nytimes.com/video/us/1194817108194/apparent-suicide-of-anthrax-suspect.html"
20080901,"The Ron Paul Show: Live From Minneapolis","The Rally for Liberty is a chance for all those frustrated Paul-ites to come together over taxes, the war, privacy and constitutional rights.","http://thecaucus.blogs.nytimes.com/2008/09/02/the-ron-paul-show-live-from-minneapolis/"
20081001,"In San Francisco, Subtle Variations in Voters' Politics","SAN FRANCISCO -- Looking out at the San Francisco-Oakland Bay Bridge from his perch at the Ferry Terminal here, where he stood gossiping in the fading light with a colleague, Michael Stauckas explained how a lifelong Democrat living in the nation's...","http://query.nytimes.com/gst/fullpage.html?res=9C0CE7DD173DF931A35753C1A96E9C8B63"
20081101,"This 3 Cents Has Come a Long Way","A pink 3-cent stamp issued in 1868 and depicting George Washington was bought by an anonymous bidder for $1,035,000, including commission.","http://www.nytimes.com/2008/11/02/us/02stamp.html"
20081201,"Nominee Would Lead ID Program She Opposed","As governor of Arizona, Janet Napolitano, President-elect Barack Obama's choice for homeland security secretary, pledged that her state would not cooperate with a major domestic security initiative, the Real ID drivers' license program.     The...","http://query.nytimes.com/gst/fullpage.html?res=9E00E7D61F38F931A35751C1A96E9C8B63"
20090101,"Washington: Move on Immigrants","Gov. Chris Gregoire wants to deport illegal immigrants serving time in state jails, a move intended to save the state more than $9 million in the next two-year budget.","http://www.nytimes.com/2009/01/01/us/01brfs-001.html"
20090201,"With Disputes Brewing, Biden Turns to Senate","Joseph R. Biden Jr.'s skills face early tests - in the effort to prevent the stimulus package from becoming a partisan exercise, and in trying to salvage Tom Daschle's nomination.","http://thecaucus.blogs.nytimes.com/2009/02/01/with-disputes-brewing-biden-turns-to-senate/"
20090301,"First, Power Failures. Now, Higher Bills.","Electric utilities hit by two of the worst power failures in Kentucky history will have more bad news for weary customers: higher bills and no promises that it will not happen again.","http://www.nytimes.com/2009/03/01/us/01kentucky.html"
20090401,"Report Faults OSHA","The Bush administration failed to properly enforce worker health and safety laws designed to monitor employers with a history of violations, a report found. The Occupational Safety and Health Administration did not follow correct procedures in 97...","http://query.nytimes.com/gst/fullpage.html?res=9F0CEEDD1630F931A35757C0A96F9C8B63"
20090501,"Schwarzenegger May Support a Democrat","The California governor won't rule out backing someone to replace him from the opposing party.","http://thecaucus.blogs.nytimes.com/2009/05/01/schwarzenegger-may-support-a-democrat/"
20090601,"California: Court Upholds Death Sentence in Kidnapping and Killing of 12-Year-Old Girl","The California Supreme Court upheld the death sentence of the man convicted of kidnapping and killing 12-year-old Polly Klaas in 1993.","http://www.nytimes.com/2009/06/02/us/02brfs-COURTUPHOLDS_BRF.html"
20090701,"Immigration Focus Is on the Employers","The Obama administration began investigations of hundreds of businesses in an effort to focus immigration enforcement on the employers who hire illegal workers.","http://www.nytimes.com/2009/07/02/us/02immig.html"
20090801,"Plea Agreement by 2 Judges Is Rejected in Pennsylvania","A federal judge has rejected the plea agreement of two former Pennsylvania county judges, who received kickbacks for sending juveniles to detention centers.","http://www.nytimes.com/2009/08/01/us/01judge.html"
20090901,"Names of the Dead","The Department of Defense has identified 801 American service members who have died as a part of the Afghan war and related operations.","http://www.nytimes.com/2009/09/02/us/02list.html"
20091001,"Support Appears to Drop for Abortion Rights","A poll suggests that the gap has narrowed between Americans who favor keeping abortion legal and those who do not.","http://www.nytimes.com/2009/10/02/us/02abortion.html"
20091101,"Seattle Police Officer Is Killed","A drive-by shooting left an eight-year veteran Seattle police officer dead and a trainee injured on Halloween night.","http://www.nytimes.com/2009/11/02/us/02seattle.html"
20091201,"Strain of Military Service Meets Resolve","President Obama emphasized that a beginning to an end of the war in Afghanistan was in sight. That, some soldiers said, was the important part.","http://www.nytimes.com/2009/12/02/us/02voices.html"
20100101,"Some Medical Marijuana Millionaires Are Turning to Philanthropy","The popularity of pot clubs in the Bay Area has led to a burgeoning crop of medical marijuana millionaires who are trying to figure out what to do with their cash.","http://www.nytimes.com/2010/01/01/us/01sfmetro.html"
20100201,"California: Housing Ban Reviewed","The State Supreme Court called for new hearings to consider whether an initiative restricting where sex offenders can live imposes vague and unreasonable parole conditions.","http://www.nytimes.com/2010/02/02/us/02brfs-HOUSINGBANRE_BRF.html"
20100301,"Florida: Shark Attacks Fall in the United States","The number of shark attacks in the United States declined to 28 in 2009 from 41 in 2008, according to a University of Florida report released Monday.","http://www.nytimes.com/2010/03/02/us/02brfs-004.html"
20100401,"Corrections","None","http://www.nytimes.com/2010/04/02/us/02corrections-04.html"
20100501,"Los Angeles Archbishop Speaks Out Against Immigration Law","The leader of the Los Angeles Roman Catholic Church stepped up a campaign to call for an immigration law overhaul.","http://www.nytimes.com/2010/05/02/us/02cardinal.html"
20100601,"Study Finds Blacks Blocked From Southern Juries ","The practice of excluding minorities from Southern juries remains widespread and largely unchecked.","http://www.nytimes.com/2010/06/02/us/02jury.html"
20100701,"Oregon: Police Explain Decision to Revisit Gore Case","The Portland police explained their decision to reopen an investigation into accusations made against former Vice President Al Gore.","http://www.nytimes.com/2010/07/02/us/02brfs-POLICEEXPLAI_BRF.html"
20100801,"Seat Shuffle in White House Briefing Room","The A.P. White House correspondent will replace Helen Thomas in the highly coveted front-row center seat.","http://thecaucus.blogs.nytimes.com/2010/08/01/seat-shuffle-in-white-house-briefing-room/"
20100901,"Names of the Dead","The Department of Defense has identified 1,246 American service members who have died as a part of the Afghan war and related operations.","http://www.nytimes.com/2010/09/02/us/02list.html"
20101001,"East Coast Is Soaked by Gusty Storm","The driving rain flooded subway tracks, expressways and streets in the New York metropolitan area.","http://www.nytimes.com/2010/10/02/us/02storm.html"
20101101,"Election Night Live | Opinion 5:45pm ET","The Times's David Shipley and Frank Rich discuss the narratives of this year's campaign season.","http://www.nytimes.com/video/us/1248069275576/election-night-live-opinion-5-45pm-et.html"
20101201,"The Early Word: Money (Lots of It)","Documents get dumped, reports get issued and a senator gets an all-clear from the Justice Department.","http://thecaucus.blogs.nytimes.com/2010/12/02/the-early-word-money-lots-of-it/"
20110101,"Ex-Senator Is Now the Only Major Black Hopeful in a Chicago Race","After a meeting with the Rev. Jesse L. Jackson Sr., another candidate, Danny K. Davis, drops out and says he will support Carol Moseley Braun.","http://www.nytimes.com/2011/01/02/us/politics/02chicago.html"
20110201,"Massive Storm Batters States","A massive storm debilitated towns and cities across the Midwest.","http://www.nytimes.com/slideshow/2011/02/02/us/STORM.html"
20110301,"Police Departments Turn to Volunteers","Departments across the country are enlisting trained amateurs to perform a broad and sometimes dangerous array of investigative duties.","http://www.nytimes.com/2011/03/02/us/02volunteers.html"
20110401,"Pole Dancing With a Big Difference: The Clothes Stay","Crystal Deans, a former stripper, offers free pole-dancing classes to women who take their church programs to her studio. Her business helps others, she says, much as God helped her.","http://www.nytimes.com/2011/04/02/us/02beliefs.html"
20110501,"Poll: Muslims Worldwide Lacked Confidence in Bin Laden","In recent months, most Muslims around the world lacked confidence that Osama bin Laden would do the right thing for world affairs, according to a survey by the Pew Research Center.","http://thecaucus.blogs.nytimes.com/2011/05/02/poll-muslims-around-the-world-lacked-confidence-in-bin-laden/"
20110601,"Obama Urged to Act Quickly on Budget Agreement","House Republicans say spending cuts can be combined with an increase in the federal debt limit.","http://www.nytimes.com/2011/06/02/us/politics/02obama.html"
20110701,"No End in Sight as Minnesotans Grapple With State Shutdown","All but services deemed essential cease amid an impasse between two sides with fundamentally different approaches to a $5 billion deficit.","http://www.nytimes.com/2011/07/02/us/02minnesota.html"
20110801,"Complaint Seeks Punishment for Classification of Documents","A former official has filed a complaint against the National Security Agency and Justice Department seeking punishment of officials who classified a document he says contained no secrets.","http://www.nytimes.com/2011/08/02/us/02secret.html"
20110901,"Sept. 2, 1945 | Japan Formally Surrenders to End World War II","On Sept. 2, 1945, Japan formally surrendered in a formal ceremony aboard the U.S.S. Missouri, ending World War II.","http://learning.blogs.nytimes.com/2011/09/02/sept-2-1945-japan-formally-surrenders-to-end-world-war-ii/"
20111001,"In New Term, Supreme Court Shifts Focus to Crime and First Amendment","As the court returns to the bench on Monday, it faces a docket with fewer big civil cases and a possible challenge to the health care overhaul.","http://www.nytimes.com/2011/10/02/us/supreme-court-turns-to-criminal-and-first-amendment-cases.html"
20111101,"Pundits Can Say, "I Told You So"","They had predicted that Herman Cain's lack of experience and campaign savvy would eventually catch up with him.","http://thecaucus.blogs.nytimes.com/2011/11/02/pundits-can-say-i-told-you-so/"
20111201,"What Would You Put in Your Emergency 'Go-Bag'?","Student Opinion | Tell us what items you might pack in a "go-bag" if you were evacuated from your home. Would your items be mostly practical, sentimental or financially valuable?","http://learning.blogs.nytimes.com/2011/12/02/what-would-you-put-in-your-emergency-go-bag/"
20120101,"Gingrich on the Culinary Trail in Iowa","Never a svelte figure, Mr. Gingrich seems to have put on weight as the campaign has entered its seventh month.","http://thecaucus.blogs.nytimes.com/2012/01/02/gingrich-on-the-culinary-trail-in-iowa/"
20120201,"Why Go to College at All?","Dale J. Stephens, the founder of UnCollege, explains why high school graduates would do well to skip the college experience.","http://thechoice.blogs.nytimes.com/2012/02/02/why-go-to-college-at-all/"
20120301,"Tornadoes Hit South and Midwest","Several tornadoes, spawned by powerful storms that steamrolled across multiple states in the South and Midwest on Friday, caused critical injuries and widespread damage from Alabama to south-central Indiana.","http://www.nytimes.com/slideshow/2012/03/02/us/20120203_TORNADO_HTML.html"
20120401,"Test Yourself | Math, April 2, 2012","Can you estimate the number of seconds between free throws if you know that someone threw 20,371 of them in a 24-hour period?","http://learning.blogs.nytimes.com/2012/04/02/test-yourself-math-april-2-2012/"
20120501,"Fate of Postal Service Awaits Action in House","The House lags behind the Senate on legislation to help the debt-ridden Postal Service, which could begin closing post offices in two weeks.","http://www.nytimes.com/2012/05/02/us/postal-service-awaits-house-action.html"
20120601,"Wave of Gun Violence Challenges Seattle's Notion of Security","With six killings last week, the number of homicides in just five months in Seattle reached 21, as many as in all of last year.","http://www.nytimes.com/2012/06/03/us/wave-of-gun-violence-challenges-seattles-notion-of-security.html"
20120701,"Wisconsin: Democrats Take Senate","Democrats won control of the State Senate on Monday, a minor prize after failing to recall Gov. Scott Walker last month over his attacks on government unions.","http://www.nytimes.com/2012/07/03/us/wisconsin-democrats-take-senate.html"
20120801,"Texas Courthouse Shooting Suspect Faces Death","A grand jury has amended the charges against the suspect in a fatal shooting outside a Texas courthouse to make him eligible for the death penalty.","http://www.nytimes.com/aponline/2012/08/02/us/ap-us-texas-courthouse-shooting.html"
20120901,"Mormon Says Romneys Are Leading Church Into Mainstream","The Mormon church is gaining widespread acceptance in part because of Mitt Romney, another prominent Mormon said on Sunday.","http://thecaucus.blogs.nytimes.com/2012/09/02/mormon-says-romneys-are-leading-church-into-mainstream/"
20121001,"Federal Review to Keep Mississippi Voter ID Law on Hold for Election","Mississippi's controversial new law requiring voters to show photo identification at the polls will not be in effect for the November general election while federal officials review whether the measure is discriminatory, the state said on Tuesday.","http://www.nytimes.com/reuters/2012/10/02/us/politics/02reuters-usa-campaign-mississippi.html"
20121101,"Shuttle Prototype Enterprise Suffers Storm Damage","The flying machine that ushered in NASA's space shuttle program has suffered storm damage in New York City.","http://www.nytimes.com/aponline/2012/11/02/us/ap-us-superstorm-enterprise-damaged.html"
20121201,"Pentagon Counsel Speaks of Post-Qaeda Challenges","When the war against Al Qaeda winds down, the responsibility for mopping up scattered remnants of the group will likely fall to United States law enforcement and intelligence agencies.","http://www.nytimes.com/2012/12/01/us/politics/pentagon-counsel-looks-ahead-to-post-qaeda-legal-challenges.html"
20130101,"NJ Gov. Christie Blasts Fellow Republican Boehner","New Jersey Gov. Chris Christie, a Republican who has praised President Barack Obama's handling of Superstorm Sandy, on Wednesday blasted U.S. House Speaker John Boehner for delaying a vote for federal storm relief.","http://www.nytimes.com/aponline/2013/01/02/us/ap-us-superstorm-aid-nj.html"
20130201,"Nebraska Lieutenant Governor Sheehy Resigns Over Phone Scandal","Nebraska Lieutenant Governor Rick Sheehy, the leading candidate to replace the current governor in the next election, resigned on Saturday after a newspaper investigation raised questions about improper cell phone calls made to women.","http://www.nytimes.com/reuters/2013/02/02/us/politics/02reuters-usa-politics-nebraska.html"
20130301,"British Pen Pal of NYC Fetish Cop: I'm No Cannibal","A British man who chatted online with a New York City police officer about kidnapping and cooking women says the talk was "all fantasy."","http://www.nytimes.com/aponline/2013/03/02/us/ap-us-police-officer-cannibalism.html"
20130401,"Defense Secretary Hagel to Take Voluntary Sequester Pay Cut","Defense Secretary Chuck Hagel will take a voluntary pay cut as a show of solidarity with Pentagon employees who will have to take unpaid time off over the coming months, a Defense Department spokesman said on Tuesday.","http://www.nytimes.com/reuters/2013/04/02/us/politics/02reuters-usa-fiscal-hagel.html"
20130501,"APNewsBreak: Judge Axes Federal Suit Over Lake","A federal judge has thrown out a lawsuit filed by Los Angeles against air quality regulators who are requiring the city to do more to control dust on a lake that was siphoned dry a century ago to provide water for the booming metropolis.","http://www.nytimes.com/aponline/2013/05/02/us/ap-us-california-water-wars.html"
20130601,"Llama Busts Loose in Fla., Subdued With Taser","When Scooter the llama busted out of his penned-in yard in Tallahassee, it took three county sheriff's deputies and a taser gun to get him back in again.","http://www.nytimes.com/aponline/2013/06/02/us/ap-us-llama-on-the-loose.html"
20130701,"Virus Deadly to Piglets Spreads to North Carolina's Hog Farms","A swine virus deadly to piglets has been discovered on two hog farms in North Carolina, an official in the No. 2 hog-producing U.S. state said on Tuesday.","http://www.nytimes.com/reuters/2013/07/02/us/02reuters-usa-swine-virus.html"
20130801,"Documents: SEC Probing McAuliffe Former e-Car Firm","The electric-car company headed until last fall by Democratic Virginia gubernatorial candidate Terry McAuliffe and a sister company led by the brother of former Secretary of State Hillary Clinton are under federal scrutiny over how they used a...","http://www.nytimes.com/aponline/2013/08/02/us/ap-us-sec-investigation-mcauliffe.html"
20130901,"GOP Senators Say Details Needed on Syria Strategy","Two Republican foreign policy hawks say President Barack Obama must make a strong case for attacking Bashar Assad's Syria if he wants to win congressional backing for the operation.","http://www.nytimes.com/aponline/2013/09/02/us/politics/ap-us-united-states-syria-republicans.html"
20131001,"Some Head Start Programs Close, and Others May Soon","The National Head Start Association estimates that nearly 19,000 children from low-income families have lost or are at risk of losing services in 11 states because of the government shutdown.","http://www.nytimes.com/news/fiscal-crisis/2013/10/02/some-head-start-programs-close-and-others-may-soon/"
20131101,"U.S. Plans to Sweeten Its Sales Pitch to Foreign Investors","The Obama administration said it would expand efforts, including streamlining regulations, to make the nation more attractive to overseas companies.","http://www.nytimes.com/2013/11/01/us/us-plans-to-sweeten-its-sales-pitch-to-foreign-investors.html"
20131201,"As Oil Floods Plains Towns, Crime Pours In","With the new prosperity, soaring crime rates have come to places in Montana and North Dakota, straining law enforcement resources and shattering the sense of safety.","http://www.nytimes.com/2013/12/01/us/as-oil-floods-plains-towns-crime-pours-in.html"
20140101,"Money Market Fund Assets Rose $24.04 Billion","Total U.S. money market mutual fund assets rose $24.04 billion to $2.719 trillion for the week that ended Tuesday, according to the Investment Company Institute.","http://www.nytimes.com/aponline/2014/01/02/us/ap-us-money-funds.html"
20140201,"U.S. Abortion Rate Hits Lowest Level Since 1973: Study","The abortion rate in the United States dipped to its lowest since 1973, coinciding with a steep decline in overall pregnancy and birth rates, a study from a nonprofit sexual health organization showed on Sunday.","http://www.nytimes.com/reuters/2014/02/02/us/02reuters-abortionrate-decline.html"
20140301,"Jason Collins Set for Home Debut With Brooklyn","Jason Collins has been warmly received in his historic return to the NBA.","http://www.nytimes.com/aponline/2014/03/02/us/ap-bkn-nets-collins.html"
20140401,"New York Doormen Take Off Gloves, Rally for Raises","A sea of New York City doormen marched along one of Manhattan's wealthiest strips of luxury buildings on the Upper East Side in a rally for higher wages on Wednesday, and authorized their union to strike if their demands are not met.","http://www.nytimes.com/reuters/2014/04/02/us/02reuters-usa-doormen-new-york.html"
20140501,"Senators Warn of Safety Risks at Closed Reactors","Five U.S. senators on Friday warned that federal regulators need to keep more emergency and security regulations in place at shuttered nuclear power plants that store tons of spent radioactive fuel.","http://www.nytimes.com/aponline/2014/05/02/us/ap-us-senators-nuclear-fuel.html"
20140601,"Del. Closes I-495 Bridge Because of Column Tilt","Delaware officials on Monday ordered the emergency closure of the Interstate 495 bridge over the Christina River in Wilmington after discovering that four support columns are tilting.","http://www.nytimes.com/aponline/2014/06/02/us/ap-us-bridge-closure.html"
20140701,"Facebook Removes Hunting Photos of Texas Teen That Raised Ire","Facebook has removed some photographs of a Texas teenager posing with freshly killed animals she hunted during a recent safari in South Africa that had been criticized by users as inappropriate, the company said on Wednesday.","http://www.nytimes.com/reuters/2014/07/02/us/02reuters-usa-texas-hunting-facebook.html"
20140801,"Toxin Leaves 500,000 in Northwest Ohio Without Drinking Water","Dangerously high levels of toxins from algae on Lake Erie left 500,000 people in Toledo, Ohio, without safe drinking water on Saturday and sent many driving to other states in search of bottled water.","http://www.nytimes.com/reuters/2014/08/02/us/02reuters-usa-water-ohio.html"
20140901,"Officials: Accused Texas Killer Targeted Others","The man charged in the deaths last year of two North Texas prosecutors had intended to kill other law enforcement officials, according to court documents filed Tuesday.","http://www.nytimes.com/aponline/2014/09/02/us/ap-tx-district-attorney-dead-texas.html"
20141001,"University of New Mexico Apologizes on 'Sex Week'","An effort to promote sex education and raise awareness of sexual assault at the University of New Mexico backfired, forcing administrators to apologize.","http://www.nytimes.com/aponline/2014/10/02/us/ap-us-university-sex-week.html"
